id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
939,Fvck Somebody,The Wrecks,punk,happy,0.66,142,0.6,0.53,0.02
940,Fall On Me,Andrea Bocelli,classical,melancholic,0.15,84,0.19,0.35,0.64
941,Lost In The Wild,WALK THE MOON,rock,intense,0.77,133,0.39,0.48,0.01
942,HEAVE,MARAUDA,reggae,intense,0.99,132,0.13,0.39,0.01
943,Express Yourself - Remix,N.W.A.,metal,happy,0.8,96,0.75,0.85,0.0
944,Walk With Us - For Black Lives Matter,Alexis Ffrench,ambient,melancholic,0.03,169,0.23,0.3,0.99
945,Sheep - 2018 Remix,Pink Floyd,rock,moody,0.66,137,0.04,0.28,0.01
946,Partners in Crime (feat. Ash Costello),Set It Off,punk,happy,0.94,190,0.81,0.38,0.01
947,Deewana,Akhil,hip-hop,chill,0.53,80,0.47,0.54,0.76
948,F.N,Lil Tjay,r&b,moody,0.52,120,0.32,0.57,0.35
949,Material Girl,Kris Bowers,jazz,chill,0.15,136,0.4,0.59,0.63
950,Again,Fetty Wap,pop,intense,0.73,93,0.29,0.75,0.01
951,I Put A Spell On You,Nina Simone,blues,chill,0.4,89,0.36,0.42,0.76
952,Hiddensee,Ceeys,ambient,chill,0.08,177,0.56,0.49,0.99
953,Sufna Banke,Harvi,pop,moody,0.63,164,0.31,0.45,0.39
954,What A Wonderful World,Louis Armstrong,jazz,melancholic,0.26,108,0.19,0.4,0.79
955,Ain't It Fun,Paramore,punk,happy,0.89,104,0.67,0.61,0.15
956,Paris to Tokyo,Fivio Foreign,r&b,intense,0.79,147,0.41,0.64,0.02
957,"Mathuga Mathuga (From ""Vikram Hitlist"")",Anirudh Ravichander,hip-hop,happy,0.81,130,0.92,0.83,0.32
958,Ghost - Acoustic,Ben Woodward,folk,melancholic,0.17,77,0.27,0.42,0.92
959,Break My Heart,Dua Lipa,electronic,intense,0.73,113,0.47,0.73,0.17
960,Everything We Need,A Day To Remember,metal,chill,0.76,82,0.59,0.46,0.02
961,Yoko Oh No,Adam Jensen,blues,happy,0.71,76,0.67,0.6,0.05
962,The Faded Line,Lamb of God,metal,intense,0.98,107,0.11,0.35,0.0
963,Don't Forget,Phlocalyst,jazz,melancholic,0.25,170,0.33,0.65,0.52
964,Walking On Water (feat. Totally Enormous Extinct Dinosaurs),The Knocks,funk,moody,0.61,125,0.22,0.77,0.4
965,Addicted To Love,Robert Palmer,funk,chill,0.58,112,0.97,0.7,0.38
966,"Quem Acordou, Acordou",Mc IG,funk,chill,0.42,113,0.83,0.84,0.13
967,Anjaana Anjaani Ki Kahani,Nikhil D'Souza,indie,happy,0.97,138,0.96,0.68,0.01
968,Nascar,KillBunk,lofi,happy,0.76,171,0.69,0.58,0.11
969,Age of Love - ARTBAT Rave Mix,ARTBAT,electronic,intense,0.77,125,0.03,0.57,0.03
970,Strange (feat. Hillary Smith),Kris Bowers,jazz,melancholic,0.15,70,0.07,0.25,0.99
971,Closure,I Prevail,metal,intense,0.75,146,0.27,0.48,0.0
972,Blank Space,Taylor Swift,pop,chill,0.7,96,0.57,0.76,0.1
973,Mohabbat,Arooj Aftab,indie,melancholic,0.23,165,0.05,0.37,0.85
974,Adore You,Prabh Gill,hip-hop,happy,0.63,84,0.85,0.71,0.65
975,Hawa Banke,Darshan Raval,pop,chill,0.6,90,0.5,0.62,0.62
976,We Dance - Live,Bethel Music,ambient,chill,0.27,76,0.38,0.3,0.95
977,Boundaries,Emilia Branco,classical,chill,0.04,92,0.41,0.42,0.99
978,Atlantis Is Calling (S.O.S. for Love),Modern Talking,pop,happy,0.64,113,0.73,0.71,0.21
979,Fracture,Stephan Moccio,ambient,melancholic,0.02,85,0.13,0.32,0.99
980,The Reason,Hoobastank,rock,moody,0.67,83,0.07,0.47,0.01
981,Balls to the Wall,Accept,metal,intense,0.74,118,0.33,0.54,0.0
982,Catch The Rainbow,Rainbow,blues,moody,0.41,133,0.28,0.32,0.19
983,Sunshine,OneRepublic,classical,happy,0.88,140,0.77,0.7,0.14
984,Best of My Love,The Emotions,funk,happy,0.71,115,0.97,0.78,0.45
985,Loosing Interest,Timmies,lofi,relaxed,0.2,114,0.76,0.93,0.51
986,Enough,Hippie Sabotage,electronic,moody,0.57,129,0.25,0.7,0.48
987,Dream A Little Dream Of Me,Louis Armstrong,jazz,chill,0.24,93,0.4,0.46,0.52
988,Kitni Bechain Hoke,Alka Yagnik,pop,happy,0.81,146,0.74,0.58,0.49
989,Sharp Dressed Man - 2008 Remaster,ZZ Top,blues,intense,0.86,125,0.45,0.6,0.0
990,Cold Blooded Love,Goblins from Mars,electronic,happy,0.85,135,0.71,0.62,0.01
991,Andrea,Bad Bunny,latin,energetic,0.62,103,0.45,0.8,0.76
992,Limelight,Rush,rock,happy,0.85,131,0.79,0.58,0.0
993,You're Still The One,Shania Twain,country,chill,0.49,134,0.63,0.58,0.36
994,Fortunate Son,Creedence Clearwater Revival,country,happy,0.66,133,0.66,0.64,0.2
995,Moscow Mule,Bad Bunny,latin,moody,0.67,100,0.29,0.8,0.29
996,LONDON (feat. J. Cole),BIA,latin,chill,0.67,132,0.56,0.64,0.02
997,Chitta Kurta,Karan Aujla,hip-hop,happy,0.74,90,0.66,0.83,0.2
998,Losing Interest,itssvd,lofi,chill,0.35,112,0.51,0.75,0.48
999,Jubel,Klingande,electronic,moody,0.48,125,0.18,0.7,0.18
1000,I'm So Excited,The Pointer Sisters,funk,happy,0.87,184,0.8,0.59,0.1
1001,Stupid Cupid,Connie Francis,r&b,happy,0.72,137,0.96,0.61,0.83
1002,Gajanana,Sukhwinder Singh,hip-hop,intense,0.87,108,0.4,0.42,0.24
1003,Nowhere Man - Remastered 2009,The Beatles,rock,happy,0.62,121,0.69,0.53,0.01
1004,Levitation,Hoffy Beats,jazz,melancholic,0.01,125,0.04,0.7,0.86
1005,It's Raining Men,The Weather Girls,funk,happy,0.93,136,0.61,0.68,0.32
1006,Nothing to Hide,Caskets,metal,intense,0.92,127,0.28,0.52,0.0
1007,O Re Piya,Salim–Sulaiman,folk,chill,0.53,100,0.49,0.59,0.78
